Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
235,ASSOCIACAO PROPAGADORA ESDEVA,21.562.368/0001-13,Privada sem fins lucrativos,337,Centro Universitário Academia (Uniacademia),Uniacademia,(32)3250-3800;(32)3250-3803,www.uniacademia.edu.br,lucianafacio@uniacademia.edu.br,Rua Halfeld - 1179 - CEP: 36016-000 - Centro,Juiz de Fora,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1972-09-26,4,2019,5,2019,3,2019,,,,Ativa
144,INSTITUTO ADVENTISTA DE ENSINO,43.586.056/0001-82,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO (UNASP),UNASP,(19) 3858 5140,www.unasp.br,martin.kuhn@unasp.edu.br;marcelo.alves@unasp.edu.br,Estrada de Itapecerica - 5859 - CEP: 05858-001 - Jardim IAE,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-06-05,5,2018,4,2016,3,2019,,,,Ativa
276,AESO-ENSINO SUPERIOR DE OLINDA LTDA,09.726.365/0001-72,Privada com fins lucrativos,4420,Centro Universitário Aeso - Barros Melo (Uniaeso),Uniaeso,(81) 2128 9797,www.barrosmelo.edu.br,aeso@aeso.br,Avenida Transamazônica - 405 - CEP: 53300-240 - Jardim Brasil II,Olinda,PE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1968-05-15,5,2019,5,2019,3,2019,,,,Ativa
1077,AGES EMPREENDIMENTOS EDUCACIONAIS LTDA,03.732.265/0001-72,Privada com fins lucrativos,1640,CENTRO UNIVERSITÁRIO AGES (UniAGES),UniAGES,1127991840,www.faculdadeages.com.br,regulatorio.ne@ecossistemaanima.com.br,Avenida Universitária - 23 - CEP: 48430-000 - Centro,Paripiranga,BA,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-02-26,4,2015,4,2018,4,2019,,,,Ativa
1032,ASSOCIACAO APARECIDENSE DE EDUCACAO,01.460.690/0001-24,Privada sem fins lucrativos,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER (UNIFAN),UNIFAN,(62)30949494,www.unifan.edu.br,unifan@unifan.edu.br,Avenida Bela Vista - 26 - CEP: 74905-020 - Jardim das Esmeralda,Aparecida de Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2000-10-23,3,2018,-,,3,2019,,,,Ativa
151,FUNDACAO ESCOLA DE COMERCIO ALVARES PENTEADO - FECAP,60.736.683/0001-71,Privada sem fins lucrativos,213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO (FECAP),FECAP,(11) 32722204,www.fecap.br,reitoria@fecap.br; edison@fecap.br;,Avenida da Liberdade - 532 - CEP: 01502-001 - Liberdade,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1949-06-23,5,2018,5,2016,4,2019,,,Em Descredenciamento voluntário,Ativa
979,CENTRO EDUCACIONAL ALVES FARIA LTDA.,02.850.990/0001-82,Privada com fins lucrativos,1493,CENTRO UNIVERSITÁRIO ALVES FARIA (UNIALFA),UNIALFA,(62) 3272 5022,www.unialfa.com.br,,Avenida Perimetral Norte - 4.129 - CEP: 74445-190 - Vila João Vaz,Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2000-03-31,3,2015,-,,3,2019,,,,Ativa
715,"UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA",67.172.676/0001-33,Privada com fins lucrativos,1225,CENTRO UNIVERSITÁRIO AMPARENSE (UNIFIA),UNIFIA,(19) 3907-9870,www.unifia.edu.br,cra@unifia.edu.br;cpex@scelisul.com.br;pra@unifia.edu.br,Rodovia João Beira - s/n - CEP: 13905-529 - Parque Modelo,Amparo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1971-09-27,4,2018,4,2019,3,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA (UNIFIAN),UNIFIAN,(19) 3571 5717,http://www.anhanguera.com/home/,ddi@kroton.com.br;,Rua Waldemar Silenci - 340 - CEP: 13614-370 - Cidade Jardim,Leme,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1994-01-13,4,2016,5,2018,3,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,-,(11) 3188 6700,www.anhanguera.com,thales.pimentel@kroton.com.br; ddi@kroton.com.br,Rua Afonso Celso - 235 - CEP: 04119-901 - Vila Mariana,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1971-12-23,4,2018,-,,3,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,242,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,-,31987997502,,ddi@kroton.com.br; edivania.ricardo@kroton.com.br,Rua Senador Flaquer - 456/459 - CEP: 09010-160 - Centro,Santo André,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1969-11-27,4,2013,5,2019,3,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,926,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,-,(31) 2126-0980/(19) 98951-2596,,ddi@kroton.com.br; adriana.rsilva@kroton.com.br,BR 163 - 3203 - CEP: 79079-005 - Chácara das Mansões,Campo Grande,MS,Centro Universitário,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada com fins lucrativos,1994-08-24,4,2018,5,2018,3,2019,,,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,515,Centro Universitário Anhanguera Pitágoras Unopar de Niterói (UNIAN-RJ),UNIAN-RJ,(21) 2199 1441; (31)98799-7508,www.anhanguera.com,ddi@kroton.com.br;marco.portela@kroton.com.br,Rua Visconde do Rio Branco - 123 - CEP: 24020-000 - Centro,Niterói,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-09-29,3,2017,5,2019,3,2019,,,,Ativa
957,ASSOCIACAO EDUCACIONAL TOLEDO,03.318.018/0001-24,Privada sem fins lucrativos,1841,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE (TOLEDO PRUDENTE),TOLEDO PRUDENTE,(18) 3901 4000,www.toledoprudente.edu.br,toledo@toledoprudente.edu.br,Praça Raul Furquim - 09 - CEP: 19030-430 - Vila Furquim,Presidente Prudente,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2001-05-22,5,2018,5,2018,4,2019,,,Credenciamento EaD Provisório,Ativa
757,"SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA",01.129.686/0001-88,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1087,CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO,-,(69) 3217 8900,www.fimca.com.br,mariasilvia24@gmail.com;regulacao@fimca.com.br,Rua das Araras - 241 - CEP: 76811-678 - Eldorado,Porto Velho,RO,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1997-11-03,5,2019,-,,3,2019,,,,Ativa
1089,SOCIEDADE DE EDUCACAO E CULTURA DE GOIAS S/C LTDA,00.140.831/0001-69,Privada com fins lucrativos,1663,Centro Universitário Araguaia (UNIARAGUAIA),UNIARAGUAIA,(62) 32248829,www.faculdadearaguaia.edu.br,fara@faculdadearaguaia.edu.br,Avenida T-10 - 1047 - CEP: 74223-060 - Setor Bueno,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-04-09,5,2019,4,2015,3,2019,,,,Ativa
2477,SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA,06.163.776/0001-09,Privada com fins lucrativos,3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,-,(77) 3628 9900,www.faahf.edu.br,m.angelica@faahf.edu.br,Rua Pará - 2.280 - CEP: 47850-000 - Mimoso do Oeste,Luís Eduardo Magalhães,BA,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2006-03-01,4,2018,5,2018,4,2019,,,,Ativa
328,FUNDACAO OCTACILIO GUALBERTO,34.034.959/0001-60,Privada sem fins lucrativos,1080,CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO (UNIFASE),UNIFASE,(24) 2244 6452 22446456 22446451,www.fmpfase.edu.br,fog@fmpfase.edu.br,Avenida Barão do Rio Branco - 905 a 1003 - CEP: 25680-120 - Centro,Petrópolis,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1998-02-16,5,2019,-,,4,2019,,,,Ativa
893,FUNDACAO ASSIS GURGACZ,02.203.539/0001-73,Privada sem fins lucrativos,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ (FAG),FAG,(45) 3321 3900,www.fag.edu.br,ndi@fag.edu.br; afonso@fag.edu.br; andreia@fag.edu.br,Avenida das Torres - 500 - CEP: 85806-095 - Loteamento FAG,Cascavel,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1999-06-24,4,2014,-,,3,2019,,,,Ativa
378,FUNDACAO SAO PAULO,60.990.751/0001-24,Privada sem fins lucrativos,161,CENTRO UNIVERSITÁRIO ASSUNÇÃO (UNIFAI),UNIFAI,(11) 5087 0199,www.unifai.edu.br,fundasp@unifai.edu.br,Rua Afonso Celso - 671/711 - CEP: 04119-060 - Vila Mariana,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1971-04-01,3,2009,4,2020,3,2019,,,,Ativa
1675,CENTRO EDUCACIONAL HYARTE-ML LTDA,01.428.030/0001-66,Privada com fins lucrativos,2579,CENTRO UNIVERSITÁRIO ATENAS (UniAtenas),UniAtenas,(38) 3672-3737,www.atenas.edu.br,faculdade@atenas.edu.br,Rua Euridamas Avelino de Barros - 1.400 - CEP: 38602-002 - Prado,Paracatu,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2002-06-03,4,2017,5,2016,4,2019,,,,Ativa
1629,SOCIEDADE EDUCACIONAL EDICE PORTELA LTDA,41.548.546/0001-69,Privada com fins lucrativos,2497,CENTRO UNIVERSITÁRIO ATENEU,-,(85) 3033-5151,www.uniateneu.edu.br,rafael.bastos@uniateneu.edu.br;claudio.rabelo@uniateneu.edu.br;marcia.pimentel@uniateneu.edu.br,Avenida Coletor Antônio Gadelha - 621 - CEP: 60871-170 - Messejana,Fortaleza,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2004-06-30,4,2018,-,,4,2019,,,,Ativa
199,SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA,34.008.227/0001-03,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA (UNISUAM),UNISUAM,(21) 3882 9702,www.unisuam.edu.br,reitoria@unisuam.edu.br;adalmeida@unisuam.edu.br;frlima@unisuam.edu.br,Avenida Paris - 84 - CEP: 21041-020 - Bonsucesso,Rio de Janeiro,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1970-02-12,3,2015,-,,3,2019,,,,Ativa
963,COMPLEXO DE ENSINO SUPERIOR DO BRASIL LTDA.,02.741.457/0001-82,Privada com fins lucrativos,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL (UNIBRASIL),UNIBRASIL,(041) 3361 4200,www.unibrasil.com.br,danielacorrea@unibrasil.com.br; danisilvaead@gmail.com;,Rua Konrad Adenauer - 442 - CEP: 82821-020 - Tarumã,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2000-03-09,5,2019,5,2013,4,2019,,,,Ativa
1303,SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.,04.204.407/0001-91,Privada com fins lucrativos,1988,CENTRO UNIVERSITARIO AVANTIS (UNIAVAN),UNIAVAN,(47) 3363-0631,www.avantis.edu.br,procuradora@avantis.edu.br,Avenida Marginal Leste - 3600 - CEP: 88339-125 - Estados,Balneário Camboriú,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,5,2018,5,2013,4,2019,,,,Ativa
98,ORGANIZACAO EDUCACIONAL BARAO DE MAUA,56.001.480/0001-60,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ (CBM),CBM,(16) 3603 6600,www.baraodemaua.br,reitoria@baraodemaua.br;compedag@baraodemaua.br,Rua Ramos de Azevedo - 423 - CEP: 14090-180 - Jardim Paulista,Ribeirão Preto,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1968-08-26,4,2017,-,,3,2019,,,,Ativa
1124,FUNDACAO EDUCACIONAL BARRIGA VERDE,82.975.236/0001-08,Privada sem fins lucrativos,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE (UNIBAVE),UNIBAVE,(48) 3466 5600,www.unibave.net,juliana.faust@unibave.net; valente@unibave.net,Rua Pe.João Leonir Dall'Alba - 601 - CEP: 88870-000 - Murialdo,Orleans,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1998-05-05,4,2017,5,2018,3,2019,,,Adesão ao PROIES,Ativa
118,FEBASP ASSOCIACAO CIVIL,62.294.053/0001-10,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO (FEBASP),FEBASP,(11) 5576 5703,www.belasartes.br,paulo.cardim@belasartes.b;graziela.marques@belasartes.br;jo.tonelotto@belasartes.br,Rua Dr. Álvaro Alvim - 76/90 - CEP: 04018-010 - Vila Mariana,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1941-06-17,5,2018,4,2015,3,2019,,,,Ativa
2996,IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP,07.397.220/0001-40,Privada com fins lucrativos,4702,CENTRO UNIVERSITÁRIO BRASILEIRO (UNIBRA),UNIBRA,81 30360001,www.ibgm.org,laercioguerra.melo@gmail.com,R Rua Joaquim Felipe - 250 - CEP: 50050-365 - Boa Vista,Recife,PE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2008-04-11,5,2017,5,2018,5,2019,,,Credenciamento EaD Provisório,Ativa
1526,CENTRO EDUCACIONAL MONTES BELOS LTDA,04.907.186/0001-18,Privada com fins lucrativos,2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS (UNIBRAS),UNIBRAS,(64) 3671 2814,unibrasilia.com,aivinis@brasiliaeducacional.com.br,Avenida Hermógenes Coelho - 340 - CEP: 76100-000 - Setor Universitário,São Luís de Montes Belos,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2002-11-11,4,2017,5,2019,3,2019,,,Em Supervisão - Procedimento Saneador sem Medida Cautelar,Ativa
365,SOCIEDADE EDUCACIONAL BRAZ CUBAS LTDA.,52.556.412/0001-06,Privada com fins lucrativos,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,-,(11) 2178 1413,www.brazcubas.br,renato.padovese@cruzeirodosul.edu.br,Av. Francisco Rodrigues Filho - 1233 - CEP: 08773-380 - Mogilar,Mogi das Cruzes,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1985-12-18,3,2016,4,2017,4,2019,,,Adesão ao PROIES,Ativa
795,CENTRO TECNOLOGICO CAMBURY LTDA,26.721.076/0001-08,Privada com fins lucrativos,1160,Centro Universitário Cambury (UniCambury),UniCambury,(62) 3236 3057,www.cambury.br,regulacao@cambury.br,Avenida C 07 - 1094 - CEP: 74410-220 - Setor Sol Nascente,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1998-07-29,4,2018,4,2019,3,2019,,,Credenciamento EaD Provisório,Ativa
849,INSTITUTO DE ENSINO CAMPO LIMPO PAULISTA LTDA,02.252.746/0001-18,Privada com fins lucrativos,1273,Centro Universitário Campo Limpo Paulista (UNIFACCAMP),UNIFACCAMP,(11) 4812-9400,www.unifaccamp.edu.br,patriciagentil.simionato@faccamp.br;gentil@faccamp.br;pslaraujo@hotmail.com;elizeu@faccamp.br,Rua Guatemala - 167 - CEP: 13231-230 - Jardim América,Campo Limpo Paulista,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1998-12-30,4,2017,4,2017,3,2019,,,,Ativa
1120,UB - CAMPO REAL EDUCACIONAL S.A.,03.291.761/0001-38,Privada com fins lucrativos,5511,CENTRO UNIVERSITÁRIO CAMPO REAL,-,(42)3621-5200,www.camporeal.edu.br,diretor@camporeal.edu.br,Rua Comendador Norberto - 1299 - CEP: 85015-240 - Santa Cruz,Guarapuava,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2000-08-24,4,2017,5,2020,4,2019,,,,Ativa
17408,ASSOCIACAO DE ENSINO CATEDRA,31.333.981/0001-12,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE (UNIANDRADE),UNIANDRADE,(41) 3219-4290,www.uniandrade.edu.br,ana.vogt@gmail.com,Rua Marumby - 283 - CEP: 81220-090 - Campo Comprido,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1974-03-05,4,2015,-,,3,2019,,,,Ativa
905,ESCOLA DE EDUCACAO SUPERIOR SAO JORGE,67.973.677/0001-87,Privada sem fins lucrativos,1100,Centro Universitário Carlos Drummond de Andrade (UniDrummond),UniDrummond,(11) 2942 1488,www.drummond.com.br,drummond@drummond.com.br,Rua Prof. Pedreira de Freitas - 415 - CEP: 03312-050 - Tatuapé,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1998-03-10,5,2017,5,2010,3,2019,,,,Ativa
1286,FACULDADE CATHEDRAL DE ENSINO SUPERIOR DE BARRA DO GARCAS,03.818.726/0001-24,Privada com fins lucrativos,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,-,(66)34023200,www.unicathedral.edu.br,rinaldo.capra@unicathedral.edu.br,Rua Antônio Francisco Cortês - lado ímpar - s/n - CEP: 78600-472 - Loteamento Cidade Universitária,Barra do Garças,MT,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-12-14,4,2017,4,2018,4,2019,,,,Ativa
15681,ASSOCIACAO EDUCACIONAL E CULTURAL DE QUIXADA,12.664.055/0001-85,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2135,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ (UNICATÓLICA),UNICATÓLICA,(88) 3412 6700; (88) 3412 6702,unicatolicaquixada.edu.br,rivelino@unicatolicaquixada.edu.br,Rua Juvencio Alves de Oliveira - 660 - CEP: 63905-325 - Putiú,Quixadá,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2002-04-26,4,2014,4,2018,4,2019,,,,Ativa
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,645,Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul (Católica em Jaraguá ),Católica em Jaraguá,47 32758245,www.catolicasc.org.br,reitoria@catolicasc.org.br,Rua dos Imigrantes - 500 - CEP: 89254-430 - Vila Rau,Jaraguá do Sul,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1985-09-24,4,2015,5,2015,3,2019,,,,Ativa
419,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,83.130.229/0001-78,Privada sem fins lucrativos,17138,Centro Universitário - Católica de Santa Catarina em Joinville (Católica em Joinvile),Católica em Joinvile,47 31459700,www.catolicasc.org.br,reitoria@catolicasc.org.br,Rua Senador Felipe Schmidt - S/N - CEP: 89201-440 - Centro,Joinville,SC,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,,5,2019,-,,4,2019,,,,Ativa
278,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,00.331.801/0001-30,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,878,Centro Universitário Católica do Leste de Minas Gerais (UNILESTE),UNILESTE,(31)38465500,www.unileste.edu.br,reitoria@unileste.edu.br,Avenida Tancredo Neves - 3.500 - CEP: 35170-056 - Universitário,Coronel Fabriciano,MG,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1972-07-06,5,2019,-,,4,2019,,,,Ativa
278,UNIAO BRASILEIRA DE EDUCACAO CATOLICA,00.331.801/0001-30,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2365,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS (UNICATÓLICA),UNICATÓLICA,(63) 3221 2121,www.catolica-to.edu.br,gillianno.castro@catolica-to.edu.br; rachelbernardes@catolica-to.edu.br,Avenida Joaquim Teotônio Segurado - 1402 Sul - CEP: 77024-710 - Plano Diretor Sul,Palmas,TO,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2003-07-01,5,2018,-,,4,2019,,,,Ativa
270,MISSAO SALESIANA DE MATO GROSSO,03.226.149/0001-81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM (UNISALESIANO),UNISALESIANO,(14) 3533-5000,www.unisalesiano.edu.br,pi@unisalesiano.com.br,Rua Dom Bosco - 265 - CEP: 16400-505 - Centro,Lins,SP,Centro Universitário,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada sem fins lucrativos,1956-09-17,5,2019,-,,4,2019,,,Credenciamento EaD Provisório,Ativa
363,INSTITUTO SUPERIOR DE ENSINO CELSO LISBOA,34.354.282/0001-47,Privada sem fins lucrativos,522,CENTRO UNIVERSITÁRIO CELSO LISBOA (UCL),UCL,(21) 3289-4754,www.celsolisboa.edu.br,reitoria@celsolisboa.edu.br,Rua Vinte e Quatro de Maio - 797 - CEP: 20950-091 - Sampaio,Rio de Janeiro,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1972-10-14,3,2013,4,2018,3,2019,,,,Ativa
407,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,33.621.384/0001-19,Privada sem fins lucrativos,626,CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO (UNICNEC),UNICNEC,(51) 21610200,www.facos.edu.br,1905.direcao@cnec.br;tatyane.silva@cnec.br,Rua 24 de Maio - 141 - CEP: 95520-000 - Centro,Osório,RS,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1981-04-03,4,2015,4,2012,3,2019,,,,Ativa
471,ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.,51.793.826/0001-96,Privada com fins lucrativos,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA (UNICEP),UNICEP,(16) 3362 2111,www.unicep.edu.br,marcello@unicep.com.br;eduardo@unicep.com.br,Rua Miguel Petroni - 5111 - CEP: 13563-470 - Loteamento Habitacional São Carlos 1,São Carlos,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-08-30,4,2018,4,2019,3,2019,,,,Ativa
404,FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL,12.207.742/0001-71,Privada sem fins lucrativos,621,CENTRO UNIVERSITÁRIO CESMAC (CESMAC),CESMAC,(82)3215.5205,www.cesmac.com.br,emec@cesmac.edu.br,Rua Cônego Machado - 918 - CEP: 57051-160 - Farol,Maceió,AL,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1973-09-20,4,2014,4,2018,3,2019,,,,Ativa
